Program,Year,Period,Week Ending,Geo Level,State,State ANSI,St_ANSI,Ag District,Ag District Code,County,County ANSI,Cty_ANSI,Full_ANSI,Zip Code,Region,Watershed,Commodity,Data Item,Domain,Domain Category,Value
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,SOUTHERN HIGH PLAINS,12,CROSBY,107,107,48107,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,SOUTHERN HIGH PLAINS,12,DAWSON,115,115,48115,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"18,766,611"
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,SOUTHERN HIGH PLAINS,12,GAINES,165,165,48165,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"228,879,533"
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,SOUTHERN HIGH PLAINS,12,HOCKLEY,219,219,48219,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"10,776,950"
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,SOUTHERN HIGH PLAINS,12,LAMB,279,279,48279,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"13,532,678"
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,SOUTHERN HIGH PLAINS,12,LUBBOCK,303,303,48303,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,SOUTHERN HIGH PLAINS,12,LYNN,305,305,48305,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,SOUTHERN HIGH PLAINS,12,MIDLAND,329,329,48329,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,SOUTHERN HIGH PLAINS,12,TERRY,445,445,48445,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"66,279,675"
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,SOUTHERN HIGH PLAINS,12,YOAKUM,501,501,48501,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"103,084,147"
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,SOUTHERN LOW PLAINS,22,BAYLOR,23,23,48023,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,SOUTHERN LOW PLAINS,22,HASKELL,207,207,48207,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"24,203,914"
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,SOUTHERN LOW PLAINS,22,KNOX,275,275,48275,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,SOUTHERN LOW PLAINS,22,STONEWALL,433,433,48433,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,TRANS-PECOS,60,BREWSTER,43,43,48043,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,TRANS-PECOS,60,ECTOR,135,135,48135,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,TRANS-PECOS,60,EL PASO,141,141,48141,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"5,400"
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,TRANS-PECOS,60,PECOS,371,371,48371,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,TRANS-PECOS,60,REEVES,389,389,48389,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,TRANS-PECOS,60,WINKLER,495,495,48495,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,UPPER COAST,90,BRAZORIA,39,39,48039,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,UPPER COAST,90,HARRIS,201,201,48201,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,VIRGINIA,51,51,SOUTHEASTERN,90,DINWIDDIE,53,53,51053,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"2,305,992"
CENSUS,2007,YEAR,,COUNTY,VIRGINIA,51,51,SOUTHEASTERN,90,GREENSVILLE,81,81,51081,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"4,563,205"
CENSUS,2007,YEAR,,COUNTY,VIRGINIA,51,51,SOUTHEASTERN,90,ISLE OF WIGHT,93,93,51093,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"5,725,184"
CENSUS,2007,YEAR,,COUNTY,VIRGINIA,51,51,SOUTHEASTERN,90,PRINCE GEORGE,149,149,51149,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,430,100"
CENSUS,2007,YEAR,,COUNTY,VIRGINIA,51,51,SOUTHEASTERN,90,SOUTHAMPTON,175,175,51175,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"15,490,364"
CENSUS,2007,YEAR,,COUNTY,VIRGINIA,51,51,SOUTHEASTERN,90,SUFFOLK CITY,800,800,51800,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"12,977,011"
CENSUS,2007,YEAR,,COUNTY,VIRGINIA,51,51,SOUTHEASTERN,90,SURRY,181,181,51181,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"4,805,663"
CENSUS,2007,YEAR,,COUNTY,VIRGINIA,51,51,SOUTHEASTERN,90,SUSSEX,183,183,51183,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"5,499,625"
