Program,Year,Period,Week Ending,Geo Level,State,State ANSI,St_ANSI,Ag District,Ag District Code,County,County ANSI,Cty_ANSI,Full_ANSI,Zip Code,Region,Watershed,Commodity,Data Item,Domain,Domain Category,Value
CENSUS,2007,YEAR,,COUNTY,NORTH CAROLINA,37,37,NORTHERN COASTAL,70,MARTIN,117,117,37117,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"23,536,425"
CENSUS,2007,YEAR,,COUNTY,NORTH CAROLINA,37,37,NORTHERN COASTAL,70,NASH,127,127,37127,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"8,030,412"
CENSUS,2007,YEAR,,COUNTY,NORTH CAROLINA,37,37,NORTHERN COASTAL,70,NORTHAMPTON,131,131,37131,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"14,162,009"
CENSUS,2007,YEAR,,COUNTY,NORTH CAROLINA,37,37,NORTHERN COASTAL,70,PASQUOTANK,139,139,37139,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"506,998"
CENSUS,2007,YEAR,,COUNTY,NORTH CAROLINA,37,37,NORTHERN COASTAL,70,PERQUIMANS,143,143,37143,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"10,148,459"
CENSUS,2007,YEAR,,COUNTY,NORTH CAROLINA,37,37,NORTHERN COASTAL,70,WASHINGTON,187,187,37187,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"4,901,330"
CENSUS,2007,YEAR,,COUNTY,NORTH CAROLINA,37,37,SOUTHERN COASTAL,90,BLADEN,17,17,37017,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"10,443,006"
CENSUS,2007,YEAR,,COUNTY,NORTH CAROLINA,37,37,SOUTHERN COASTAL,90,BRUNSWICK,19,19,37019,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"39,710"
CENSUS,2007,YEAR,,COUNTY,NORTH CAROLINA,37,37,SOUTHERN COASTAL,90,COLUMBUS,47,47,37047,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"7,191,651"
CENSUS,2007,YEAR,,COUNTY,NORTH CAROLINA,37,37,SOUTHERN COASTAL,90,CUMBERLAND,51,51,37051,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,NORTH CAROLINA,37,37,SOUTHERN COASTAL,90,DUPLIN,61,61,37061,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"6,288,776"
CENSUS,2007,YEAR,,COUNTY,NORTH CAROLINA,37,37,SOUTHERN COASTAL,90,HARNETT,85,85,37085,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,225,539"
CENSUS,2007,YEAR,,COUNTY,NORTH CAROLINA,37,37,SOUTHERN COASTAL,90,ONSLOW,133,133,37133,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,NORTH CAROLINA,37,37,SOUTHERN COASTAL,90,PENDER,141,141,37141,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"72,660"
CENSUS,2007,YEAR,,COUNTY,NORTH CAROLINA,37,37,SOUTHERN COASTAL,90,ROBESON,155,155,37155,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"2,253,275"
CENSUS,2007,YEAR,,COUNTY,NORTH CAROLINA,37,37,SOUTHERN COASTAL,90,SAMPSON,163,163,37163,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,195,637"
CENSUS,2007,YEAR,,COUNTY,NORTH CAROLINA,37,37,SOUTHERN COASTAL,90,SCOTLAND,165,165,37165,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,OKLAHOMA,40,40,CENTRAL,50,GRADY,51,51,40051,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"2,845,188"
CENSUS,2007,YEAR,,COUNTY,OKLAHOMA,40,40,CENTRAL,50,OKFUSKEE,107,107,40107,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,OKLAHOMA,40,40,CENTRAL,50,POTTAWATOMIE,125,125,40125,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,OKLAHOMA,40,40,EAST CENTRAL,80,HUGHES,63,63,40063,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,OKLAHOMA,40,40,EAST CENTRAL,80,OKMULGEE,111,111,40111,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,OKLAHOMA,40,40,EAST CENTRAL,80,PITTSBURG,121,121,40121,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"530,400"
CENSUS,2007,YEAR,,COUNTY,OKLAHOMA,40,40,NORTH CENTRAL,40,MAJOR,93,93,40093,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,872,000"
CENSUS,2007,YEAR,,COUNTY,OKLAHOMA,40,40,NORTHEAST,70,WAGONER,145,145,40145,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,OKLAHOMA,40,40,NORTHEAST,70,WASHINGTON,147,147,40147,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,OKLAHOMA,40,40,SOUTH CENTRAL,60,BRYAN,13,13,40013,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"852,000"
CENSUS,2007,YEAR,,COUNTY,OKLAHOMA,40,40,SOUTH CENTRAL,60,GARVIN,49,49,40049,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"197,400"
CENSUS,2007,YEAR,,COUNTY,OKLAHOMA,40,40,SOUTH CENTRAL,60,LOVE,85,85,40085,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,467,750"
CENSUS,2007,YEAR,,COUNTY,OKLAHOMA,40,40,SOUTH CENTRAL,60,MARSHALL,95,95,40095,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,OKLAHOMA,40,40,SOUTHWEST,30,CADDO,15,15,40015,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"11,929,120"
CENSUS,2007,YEAR,,COUNTY,OKLAHOMA,40,40,SOUTHWEST,30,COMANCHE,31,31,40031,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,OKLAHOMA,40,40,SOUTHWEST,30,GREER,55,55,40055,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"3,015,487"
CENSUS,2007,YEAR,,COUNTY,OKLAHOMA,40,40,SOUTHWEST,30,HARMON,57,57,40057,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"6,227,916"
CENSUS,2007,YEAR,,COUNTY,OKLAHOMA,40,40,SOUTHWEST,30,JACKSON,65,65,40065,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"721,400"
CENSUS,2007,YEAR,,COUNTY,OKLAHOMA,40,40,SOUTHWEST,30,KIOWA,75,75,40075,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,OKLAHOMA,40,40,SOUTHWEST,30,TILLMAN,141,141,40141,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"4,404,098"
CENSUS,2007,YEAR,,COUNTY,OKLAHOMA,40,40,WEST CENTRAL,20,BECKHAM,9,9,40009,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"11,339,824"
CENSUS,2007,YEAR,,COUNTY,OKLAHOMA,40,40,WEST CENTRAL,20,BLAINE,11,11,40011,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"3,664,200"
CENSUS,2007,YEAR,,COUNTY,OKLAHOMA,40,40,WEST CENTRAL,20,CUSTER,39,39,40039,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"2,324,000"
CENSUS,2007,YEAR,,COUNTY,OKLAHOMA,40,40,WEST CENTRAL,20,WASHITA,149,149,40149,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"2,488,600"
CENSUS,2007,YEAR,,COUNTY,SOUTH CAROLINA,45,45,CENTRAL,50,CALHOUN,17,17,45017,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"35,632,012"
CENSUS,2007,YEAR,,COUNTY,SOUTH CAROLINA,45,45,CENTRAL,50,CLARENDON,27,27,45027,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"2,146,780"
CENSUS,2007,YEAR,,COUNTY,SOUTH CAROLINA,45,45,CENTRAL,50,LEE,61,61,45061,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"6,097,001"
CENSUS,2007,YEAR,,COUNTY,SOUTH CAROLINA,45,45,CENTRAL,50,LEXINGTON,63,63,45063,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"8,175,050"
CENSUS,2007,YEAR,,COUNTY,SOUTH CAROLINA,45,45,CENTRAL,50,ORANGEBURG,75,75,45075,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"41,298,161"
CENSUS,2007,YEAR,,COUNTY,SOUTH CAROLINA,45,45,CENTRAL,50,SUMTER,85,85,45085,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"3,308,320"
CENSUS,2007,YEAR,,COUNTY,SOUTH CAROLINA,45,45,EASTERN,30,DARLINGTON,31,31,45031,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"6,738,562"
CENSUS,2007,YEAR,,COUNTY,SOUTH CAROLINA,45,45,EASTERN,30,DILLON,33,33,45033,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,SOUTH CAROLINA,45,45,EASTERN,30,FLORENCE,41,41,45041,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"4,076,686"
CENSUS,2007,YEAR,,COUNTY,SOUTH CAROLINA,45,45,EASTERN,30,GEORGETOWN,43,43,45043,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,460,083"
CENSUS,2007,YEAR,,COUNTY,SOUTH CAROLINA,45,45,EASTERN,30,HORRY,51,51,45051,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,SOUTH CAROLINA,45,45,EASTERN,30,MARION,67,67,45067,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"3,484,841"
CENSUS,2007,YEAR,,COUNTY,SOUTH CAROLINA,45,45,EASTERN,30,MARLBORO,69,69,45069,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"2,971,375"
CENSUS,2007,YEAR,,COUNTY,SOUTH CAROLINA,45,45,EASTERN,30,WILLIAMSBURG,89,89,45089,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"7,074,506"
CENSUS,2007,YEAR,,COUNTY,SOUTH CAROLINA,45,45,NORTH CENTRAL,20,KERSHAW,55,55,45055,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,SOUTH CAROLINA,45,45,NORTHWEST,10,LAURENS,59,59,45059,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,SOUTH CAROLINA,45,45,SOUTHERN,80,ALLENDALE,5,5,45005,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"8,255,509"
CENSUS,2007,YEAR,,COUNTY,SOUTH CAROLINA,45,45,SOUTHERN,80,BAMBERG,9,9,45009,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,158,843"
CENSUS,2007,YEAR,,COUNTY,SOUTH CAROLINA,45,45,SOUTHERN,80,BARNWELL,11,11,45011,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"8,444,882"
CENSUS,2007,YEAR,,COUNTY,SOUTH CAROLINA,45,45,SOUTHERN,80,CHARLESTON,19,19,45019,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,SOUTH CAROLINA,45,45,SOUTHERN,80,COLLETON,29,29,45029,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"2,141,900"
CENSUS,2007,YEAR,,COUNTY,SOUTH CAROLINA,45,45,SOUTHERN,80,DORCHESTER,35,35,45035,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"10,229,846"
CENSUS,2007,YEAR,,COUNTY,SOUTH CAROLINA,45,45,SOUTHERN,80,HAMPTON,49,49,45049,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"13,105,752"
CENSUS,2007,YEAR,,COUNTY,SOUTH CAROLINA,45,45,WEST CENTRAL,40,AIKEN,3,3,45003,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,SOUTH CAROLINA,45,45,WEST CENTRAL,40,NEWBERRY,71,71,45071,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,SOUTH CAROLINA,45,45,WEST CENTRAL,40,SALUDA,81,81,45081,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,750
CENSUS,2007,YEAR,,COUNTY,TENNESSEE,47,47,WESTERN RIM,30,LAWRENCE,99,99,47099,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"14,610"
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,BLACKLANDS,40,BELL,27,27,48027,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"18,000"
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,BLACKLANDS,40,CORYELL,99,99,48099,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"342,267"
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,BLACKLANDS,40,FALLS,145,145,48145,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,BLACKLANDS,40,GRAYSON,181,181,48181,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,BLACKLANDS,40,HILL,217,217,48217,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,BLACKLANDS,40,HUNT,231,231,48231,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,BLACKLANDS,40,WILLIAMSON,491,491,48491,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,CROSS TIMBERS,30,BROWN,49,49,48049,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"172,213"
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,CROSS TIMBERS,30,COMANCHE,93,93,48093,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"2,510,655"
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,CROSS TIMBERS,30,EASTLAND,133,133,48133,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,CROSS TIMBERS,30,ERATH,143,143,48143,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,CROSS TIMBERS,30,HOOD,221,221,48221,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,CROSS TIMBERS,30,PALO PINTO,363,363,48363,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,CROSS TIMBERS,30,PARKER,367,367,48367,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,CROSS TIMBERS,30,THROCKMORTON,447,447,48447,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,EAST TEXAS NORTH,51,FRANKLIN,159,159,48159,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,EAST TEXAS NORTH,51,HOUSTON,225,225,48225,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,EAST TEXAS NORTH,51,VAN ZANDT,467,467,48467,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"21,067"
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,EAST TEXAS SOUTH,52,MADISON,313,313,48313,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,NORTHERN HIGH PLAINS,11,ARMSTRONG,11,11,48011,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,NORTHERN HIGH PLAINS,11,GRAY,179,179,48179,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,NORTHERN HIGH PLAINS,11,HARTLEY,205,205,48205,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,NORTHERN HIGH PLAINS,11,PARMER,369,369,48369,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,522,486"
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,NORTHERN LOW PLAINS,21,CHILDRESS,75,75,48075,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"2,267,041"
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,NORTHERN LOW PLAINS,21,COLLINGSWORTH,87,87,48087,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"52,708,561"
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,NORTHERN LOW PLAINS,21,DICKENS,125,125,48125,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,NORTHERN LOW PLAINS,21,DONLEY,129,129,48129,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"18,670,321"
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,NORTHERN LOW PLAINS,21,GARZA,169,169,48169,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,NORTHERN LOW PLAINS,21,HALL,191,191,48191,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"4,704,000"
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,NORTHERN LOW PLAINS,21,KING,269,269,48269,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,NORTHERN LOW PLAINS,21,MOTLEY,345,345,48345,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,NORTHERN LOW PLAINS,21,WHEELER,483,483,48483,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"5,219,843"
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,NORTHERN LOW PLAINS,21,WICHITA,485,485,48485,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,NORTHERN LOW PLAINS,21,WILBARGER,487,487,48487,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"8,675,000"
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,SOUTH CENTRAL,81,BEXAR,29,29,48029,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"4,000"
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,SOUTH CENTRAL,81,DE WITT,123,123,48123,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,SOUTH CENTRAL,81,GUADALUPE,187,187,48187,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"17,500"
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,SOUTH CENTRAL,81,LAVACA,285,285,48285,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,SOUTH CENTRAL,81,MEDINA,325,325,48325,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,903,566"
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,SOUTH CENTRAL,81,WILSON,493,493,48493,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,798,700"
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,SOUTH TEXAS,96,ATASCOSA,13,13,48013,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"17,265,179"
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,SOUTH TEXAS,96,DUVAL,131,131,48131,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,SOUTH TEXAS,96,FRIO,163,163,48163,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"41,682,965"
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,SOUTH TEXAS,96,LA SALLE,283,283,48283,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,SOUTH TEXAS,96,MAVERICK,323,323,48323,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D)
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,SOUTHERN HIGH PLAINS,12,ANDREWS,3,3,48003,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,160,000"
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,SOUTHERN HIGH PLAINS,12,BAILEY,17,17,48017,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"10,337,444"
CENSUS,2007,YEAR,,COUNTY,TEXAS,48,48,SOUTHERN HIGH PLAINS,12,COCHRAN,79,79,48079,,,,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"33,274,443"
